0000    17-04-2017 15:53:40    Clear Log             
1153    18-04-2017 10:47:55    Alarm Stop            Motion Detect, Channel 1
1154    18-04-2017 10:47:56    Alarm Start           Motion Detect, Channel 3
1155    18-04-2017 10:47:56    Alarm Stop            Motion Detect, Channel 3
1156    18-04-2017 10:49:48    Alarm Start           Motion Detect, Channel 1
1157    18-04-2017 10:49:49    Alarm Stop            Motion Detect, Channel 1
1158    18-04-2017 10:49:50    Alarm Start           Motion Detect, Channel 3
1159    18-04-2017 10:49:50    Alarm Start           Motion Detect, Channel 1
1160    18-04-2017 10:49:51    Alarm Stop            Motion Detect, Channel 1
1161    18-04-2017 10:49:55    Alarm Stop            Motion Detect, Channel 3
1162    18-04-2017 10:52:42    Alarm Start           Motion Detect, Channel 3
1163    18-04-2017 10:52:44    Alarm Start           Motion Detect, Channel 1
1164    18-04-2017 10:52:45    Alarm Stop            Motion Detect, Channel 1
1165    18-04-2017 10:52:45    Alarm Start           Motion Detect, Channel 2
1166    18-04-2017 10:52:47    Alarm Stop            Motion Detect, Channel 3
1167    18-04-2017 10:52:49    Alarm Stop            Motion Detect, Channel 2
1168    18-04-2017 10:58:27    Alarm Start           Motion Detect, Channel 1
1169    18-04-2017 10:58:28    Alarm Stop            Motion Detect, Channel 1
1170    18-04-2017 10:58:28    Alarm Start           Motion Detect, Channel 3
1171    18-04-2017 10:58:29    Alarm Start           Motion Detect, Channel 1
1172    18-04-2017 10:58:30    Alarm Stop            Motion Detect, Channel 1
1173    18-04-2017 10:58:32    Alarm Stop            Motion Detect, Channel 3
1174    18-04-2017 11:01:24    Alarm Start           Motion Detect, Channel 3
1175    18-04-2017 11:01:25    Alarm Stop            Motion Detect, Channel 3
1176    18-04-2017 11:03:53    Alarm Start           Motion Detect, Channel 3
1177    18-04-2017 11:03:54    Alarm Start           Motion Detect, Channel 1
1178    18-04-2017 11:03:55    Alarm Start           Motion Detect, Channel 2
1179    18-04-2017 11:03:55    Alarm Stop            Motion Detect, Channel 1
1180    18-04-2017 11:03:55    Alarm Stop            Motion Detect, Channel 3
1181    18-04-2017 11:03:57    Alarm Stop            Motion Detect, Channel 2
1182    18-04-2017 11:09:14    Alarm Start           Motion Detect, Channel 1
1183    18-04-2017 11:09:14    Alarm Start           Motion Detect, Channel 3
1184    18-04-2017 11:09:16    Alarm Stop            Motion Detect, Channel 1
1185    18-04-2017 11:09:18    Alarm Stop            Motion Detect, Channel 3
1186    18-04-2017 11:13:34    Alarm Start           Motion Detect, Channel 3
1187    18-04-2017 11:13:36    Alarm Stop            Motion Detect, Channel 3
1188    18-04-2017 11:18:45    Alarm Start           Motion Detect, Channel 3
1189    18-04-2017 11:18:45    Alarm Stop            Motion Detect, Channel 3
1190    18-04-2017 11:19:31    Alarm Start           Motion Detect, Channel 3
1191    18-04-2017 11:19:33    Alarm Start           Motion Detect, Channel 1
1192    18-04-2017 11:19:35    Alarm Stop            Motion Detect, Channel 1
1193    18-04-2017 11:19:35    Alarm Stop            Motion Detect, Channel 3
1194    18-04-2017 11:23:57    Alarm Start           Motion Detect, Channel 2
1195    18-04-2017 11:23:57    Alarm Stop            Motion Detect, Channel 2
1196    18-04-2017 11:23:57    Alarm Start           Motion Detect, Channel 3
1197    18-04-2017 11:23:58    Alarm Stop            Motion Detect, Channel 3
1198    18-04-2017 11:23:58    Alarm Start           Motion Detect, Channel 1
1199    18-04-2017 11:23:59    Alarm Stop            Motion Detect, Channel 1
1200    18-04-2017 11:24:00    Alarm Start           Motion Detect, Channel 3
1201    18-04-2017 11:24:00    Alarm Stop            Motion Detect, Channel 3
1202    18-04-2017 11:31:54    Alarm Start           Motion Detect, Channel 3
1203    18-04-2017 11:31:59    Alarm Stop            Motion Detect, Channel 3
1204    18-04-2017 11:32:54    Alarm Start           Motion Detect, Channel 3
1205    18-04-2017 11:32:55    Alarm Stop            Motion Detect, Channel 3
1206    18-04-2017 11:37:23    Alarm Start           Motion Detect, Channel 3
1207    18-04-2017 11:37:25    Alarm Start           Motion Detect, Channel 1
1208    18-04-2017 11:37:26    Alarm Start           Motion Detect, Channel 2
1209    18-04-2017 11:37:26    Alarm Stop            Motion Detect, Channel 1
1210    18-04-2017 11:37:28    Alarm Stop            Motion Detect, Channel 3
1211    18-04-2017 11:37:30    Alarm Stop            Motion Detect, Channel 2
1212    18-04-2017 11:42:55    Alarm Start           Motion Detect, Channel 3
1213    18-04-2017 11:42:56    Alarm Start           Motion Detect, Channel 1
1214    18-04-2017 11:42:59    Alarm Stop            Motion Detect, Channel 3
1215    18-04-2017 11:43:00    Alarm Stop            Motion Detect, Channel 1
1216    18-04-2017 11:46:08    Alarm Start           Motion Detect, Channel 3
1217    18-04-2017 11:46:08    Alarm Stop            Motion Detect, Channel 3
1218    18-04-2017 11:52:05    Alarm Start           Motion Detect, Channel 1
1219    18-04-2017 11:52:06    Alarm Start           Motion Detect, Channel 3
1220    18-04-2017 11:52:07    Alarm Stop            Motion Detect, Channel 1
1221    18-04-2017 11:52:09    Alarm Stop            Motion Detect, Channel 3
1222    18-04-2017 12:10:27    Alarm Start           Motion Detect, Channel 1
1223    18-04-2017 12:10:29    Alarm Stop            Motion Detect, Channel 1
1224    18-04-2017 12:11:05    Alarm Start           Motion Detect, Channel 1
1225    18-04-2017 12:11:09    Alarm Stop            Motion Detect, Channel 1
1226    18-04-2017 12:11:10    Alarm Start           Motion Detect, Channel 1
1227    18-04-2017 12:11:11    Alarm Stop            Motion Detect, Channel 1
1228    18-04-2017 12:11:11    Alarm Start           Motion Detect, Channel 3
1229    18-04-2017 12:11:12    Alarm Stop            Motion Detect, Channel 3
1230    18-04-2017 12:11:20    Alarm Start           Motion Detect, Channel 3
1231    18-04-2017 12:11:22    Alarm Stop            Motion Detect, Channel 3
1232    18-04-2017 12:11:56    Alarm Start           Motion Detect, Channel 3
1233    18-04-2017 12:11:57    Alarm Stop            Motion Detect, Channel 3
1234    18-04-2017 12:12:20    Alarm Start           Motion Detect, Channel 1
1235    18-04-2017 12:12:20    Alarm Stop            Motion Detect, Channel 1
1236    18-04-2017 12:12:36    Alarm Start           Motion Detect, Channel 3
1237    18-04-2017 12:12:37    Alarm Stop            Motion Detect, Channel 3
1238    18-04-2017 12:12:38    Alarm Start           Motion Detect, Channel 1
1239    18-04-2017 12:12:38    Alarm Stop            Motion Detect, Channel 1
1240    18-04-2017 12:12:38    Alarm Start           Motion Detect, Channel 3
1241    18-04-2017 12:12:40    Alarm Stop            Motion Detect, Channel 3
1242    18-04-2017 12:14:06    Alarm Start           Motion Detect, Channel 1
1243    18-04-2017 12:14:07    Alarm Stop            Motion Detect, Channel 1
1244    18-04-2017 12:14:23    Alarm Start           Motion Detect, Channel 1
1245    18-04-2017 12:14:24    Alarm Stop            Motion Detect, Channel 1
1246    18-04-2017 12:14:54    Alarm Start           Motion Detect, Channel 1
1247    18-04-2017 12:14:55    Alarm Stop            Motion Detect, Channel 1
1248    18-04-2017 12:15:05    Alarm Start           Motion Detect, Channel 1
1249    18-04-2017 12:15:05    Alarm Start           Motion Detect, Channel 3
1250    18-04-2017 12:15:06    Alarm Stop            Motion Detect, Channel 1
1251    18-04-2017 12:15:08    Alarm Start           Motion Detect, Channel 1
1252    18-04-2017 12:15:10    Alarm Stop            Motion Detect, Channel 1
1253    18-04-2017 12:15:10    Alarm Stop            Motion Detect, Channel 3
1254    18-04-2017 12:15:14    Alarm Start           Motion Detect, Channel 1
1255    18-04-2017 12:15:15    Alarm Stop            Motion Detect, Channel 1
1256    18-04-2017 12:15:31    Alarm Start           Motion Detect, Channel 1
1257    18-04-2017 12:15:32    Alarm Stop            Motion Detect, Channel 1
1258    18-04-2017 12:15:34    Alarm Start           Motion Detect, Channel 1
1259    18-04-2017 12:15:34    Alarm Stop            Motion Detect, Channel 1
1260    18-04-2017 12:17:03    Alarm Start           Motion Detect, Channel 3
1261    18-04-2017 12:17:05    Alarm Start           Motion Detect, Channel 1
1262    18-04-2017 12:17:05    Alarm Stop            Motion Detect, Channel 3
1263    18-04-2017 12:17:05    Alarm Stop            Motion Detect, Channel 1
1264    18-04-2017 12:17:05    Alarm Start           Motion Detect, Channel 3
1265    18-04-2017 12:17:06    Alarm Stop            Motion Detect, Channel 3
1266    18-04-2017 12:19:07    Alarm Start           Motion Detect, Channel 3
1267    18-04-2017 12:19:07    Alarm Start           Motion Detect, Channel 1
1268    18-04-2017 12:19:07    Alarm Stop            Motion Detect, Channel 1
1269    18-04-2017 12:19:08    Alarm Start           Motion Detect, Channel 2
1270    18-04-2017 12:19:09    Alarm Stop            Motion Detect, Channel 2
1271    18-04-2017 12:19:09    Alarm Stop            Motion Detect, Channel 3
1272    18-04-2017 12:21:19    Alarm Start           Motion Detect, Channel 1
1273    18-04-2017 12:21:19    Alarm Stop            Motion Detect, Channel 1
1274    18-04-2017 12:21:20    Alarm Start           Motion Detect, Channel 3
1275    18-04-2017 12:21:21    Alarm Start           Motion Detect, Channel 1
1276    18-04-2017 12:21:22    Alarm Stop            Motion Detect, Channel 1
1277    18-04-2017 12:21:24    Alarm Stop            Motion Detect, Channel 3
1278    18-04-2017 12:21:26    Log In                admin<Web:0.0.0.0>
1279    18-04-2017 12:21:27    Log Out               admin<Web:0.0.0.0>
1280    18-04-2017 12:21:52    Log In                admin<Web:0.0.0.0>
1281    18-04-2017 12:21:52    Set Time              2017-04-18 12:21:41
1282    18-04-2017 12:21:41    save system state     2017-04-18 12:21:52(2)
1283    18-04-2017 12:22:11    Export log            9987B7B066A2627997A0F9D25C811DE9(English)
1284    18-04-2017 12:22:58    Log Out               admin<Web:0.0.0.0>
1285    18-04-2017 12:25:03    Alarm Start           Motion Detect, Channel 2
1286    18-04-2017 12:25:04    Alarm Start           Motion Detect, Channel 3
1287    18-04-2017 12:25:05    Alarm Start           Motion Detect, Channel 1
1288    18-04-2017 12:25:05    Alarm Stop            Motion Detect, Channel 2
1289    18-04-2017 12:25:06    Alarm Stop            Motion Detect, Channel 1
1290    18-04-2017 12:25:07    Alarm Stop            Motion Detect, Channel 3
1291    18-04-2017 12:25:33    Alarm Start           Motion Detect, Channel 1
1292    18-04-2017 12:25:33    Alarm Stop            Motion Detect, Channel 1
1293    18-04-2017 12:25:33    Alarm Start           Motion Detect, Channel 3
1294    18-04-2017 12:25:34    Alarm Stop            Motion Detect, Channel 3
1295    18-04-2017 12:25:35    Alarm Start           Motion Detect, Channel 2
1296    18-04-2017 12:25:36    Alarm Start           Motion Detect, Channel 3
1297    18-04-2017 12:25:38    Alarm Stop            Motion Detect, Channel 3
1298    18-04-2017 12:25:38    Alarm Stop            Motion Detect, Channel 2
1299    18-04-2017 12:26:44    Log In                admin<Web:0.0.0.0>
1300    18-04-2017 12:26:45    Log Out               admin<Web:0.0.0.0>
1301    18-04-2017 12:26:47    Log In                admin<Web:0.0.0.0>
1302    18-04-2017 12:26:47    Set Time              2017-04-18 12:26:49
1303    18-04-2017 12:29:13    Log Out               admin<Web:0.0.0.0>
1304    18-04-2017 12:30:04    Alarm Start           Motion Detect, Channel 3
1305    18-04-2017 12:30:05    Alarm Stop            Motion Detect, Channel 3
1306    18-04-2017 12:39:14    Alarm Start           Motion Detect, Channel 3
1307    18-04-2017 12:39:15    Alarm Stop            Motion Detect, Channel 3
1308    18-04-2017 12:42:44    Alarm Start           Motion Detect, Channel 3
1309    18-04-2017 12:42:46    Alarm Stop            Motion Detect, Channel 3
1310    18-04-2017 12:43:34    Alarm Start           Motion Detect, Channel 1
1311    18-04-2017 12:43:34    Alarm Start           Motion Detect, Channel 3
1312    18-04-2017 12:43:36    Alarm Stop            Motion Detect, Channel 1
1313    18-04-2017 12:43:39    Alarm Start           Motion Detect, Channel 1
1314    18-04-2017 12:43:39    Alarm Stop            Motion Detect, Channel 1
1315    18-04-2017 12:43:42    Alarm Stop            Motion Detect, Channel 3
1316    18-04-2017 12:43:42    Alarm Start           Motion Detect, Channel 3
1317    18-04-2017 12:43:43    Alarm Stop            Motion Detect, Channel 3
1318    18-04-2017 12:44:36    Alarm Start           Motion Detect, Channel 4
1319    18-04-2017 12:44:37    Alarm Stop            Motion Detect, Channel 4
1320    18-04-2017 12:47:53    Alarm Start           Motion Detect, Channel 3
1321    18-04-2017 12:47:54    Alarm Start           Motion Detect, Channel 1
1322    18-04-2017 12:47:55    Alarm Stop            Motion Detect, Channel 3
1323    18-04-2017 12:47:58    Alarm Stop            Motion Detect, Channel 1
1324    18-04-2017 12:48:10    Alarm Start           Motion Detect, Channel 1
1325    18-04-2017 12:48:11    Alarm Stop            Motion Detect, Channel 1
1326    18-04-2017 12:52:00    Alarm Start           Motion Detect, Channel 3
1327    18-04-2017 12:52:02    Alarm Start           Motion Detect, Channel 1
1328    18-04-2017 12:52:03    Alarm Stop            Motion Detect, Channel 1
1329    18-04-2017 12:52:03    Alarm Stop            Motion Detect, Channel 3
1330    18-04-2017 12:57:36    Alarm Start           Motion Detect, Channel 3
1331    18-04-2017 12:57:36    Alarm Start           Motion Detect, Channel 1
1332    18-04-2017 12:57:36    Alarm Stop            Motion Detect, Channel 1
1333    18-04-2017 12:57:38    Alarm Stop            Motion Detect, Channel 3
1334    18-04-2017 13:11:49    Alarm Start           Motion Detect, Channel 3
1335    18-04-2017 13:11:50    Alarm Start           Motion Detect, Channel 1
1336    18-04-2017 13:11:51    Alarm Start           Motion Detect, Channel 2
1337    18-04-2017 13:11:51    Alarm Stop            Motion Detect, Channel 1
1338    18-04-2017 13:11:52    Alarm Stop            Motion Detect, Channel 3
1339    18-04-2017 13:11:53    Alarm Stop            Motion Detect, Channel 2
1340    18-04-2017 13:13:48    Alarm Start           Motion Detect, Channel 1
1341    18-04-2017 13:13:48    Alarm Start           Motion Detect, Channel 3
1342    18-04-2017 13:13:49    Alarm Stop            Motion Detect, Channel 1
1343    18-04-2017 13:13:49    Alarm Stop            Motion Detect, Channel 3
1344    18-04-2017 13:15:31    Alarm Start           Motion Detect, Channel 1
1345    18-04-2017 13:15:33    Alarm Start           Motion Detect, Channel 3
1346    18-04-2017 13:15:34    Alarm Stop            Motion Detect, Channel 1
1347    18-04-2017 13:15:34    Alarm Stop            Motion Detect, Channel 3
1348    18-04-2017 13:15:35    Alarm Start           Motion Detect, Channel 3
1349    18-04-2017 13:15:35    Alarm Stop            Motion Detect, Channel 3
1350    18-04-2017 13:16:26    Alarm Start           Motion Detect, Channel 2
1351    18-04-2017 13:16:26    Alarm Start           Motion Detect, Channel 3
1352    18-04-2017 13:16:26    Alarm Stop            Motion Detect, Channel 2
1353    18-04-2017 13:16:30    Alarm Stop            Motion Detect, Channel 3
1354    18-04-2017 13:16:31    Alarm Start           Motion Detect, Channel 3
1355    18-04-2017 13:16:32    Alarm Stop            Motion Detect, Channel 3
1356    18-04-2017 13:16:33    Alarm Start           Motion Detect, Channel 1
1357    18-04-2017 13:16:33    Alarm Stop            Motion Detect, Channel 1
1358    18-04-2017 13:16:35    Alarm Start           Motion Detect, Channel 1
1359    18-04-2017 13:16:35    Alarm Stop            Motion Detect, Channel 1
1360    18-04-2017 13:16:48    Alarm Start           Motion Detect, Channel 4
1361    18-04-2017 13:16:49    Alarm Stop            Motion Detect, Channel 4
1362    18-04-2017 13:18:12    Alarm Start           Motion Detect, Channel 4
1363    18-04-2017 13:18:12    Alarm Stop            Motion Detect, Channel 4
1364    18-04-2017 13:20:26    Alarm Start           Motion Detect, Channel 2
1365    18-04-2017 13:20:27    Alarm Start           Motion Detect, Channel 3
1366    18-04-2017 13:20:28    Alarm Start           Motion Detect, Channel 1
1367    18-04-2017 13:20:28    Alarm Stop            Motion Detect, Channel 2
1368    18-04-2017 13:20:29    Alarm Stop            Motion Detect, Channel 1
1369    18-04-2017 13:20:29    Alarm Stop            Motion Detect, Channel 3
1370    18-04-2017 13:22:54    Alarm Start           Motion Detect, Channel 1
1371    18-04-2017 13:22:54    Alarm Start           Motion Detect, Channel 3
1372    18-04-2017 13:22:56    Alarm Stop            Motion Detect, Channel 1
1373    18-04-2017 13:22:57    Alarm Start           Motion Detect, Channel 2
1374    18-04-2017 13:22:59    Alarm Stop            Motion Detect, Channel 3
1375    18-04-2017 13:23:00    Alarm Stop            Motion Detect, Channel 2
1376    18-04-2017 13:23:21    Alarm Start           Motion Detect, Channel 3
1377    18-04-2017 13:23:22    Alarm Stop            Motion Detect, Channel 3
1378    18-04-2017 13:23:27    Alarm Start           Motion Detect, Channel 2
1379    18-04-2017 13:23:27    Alarm Stop            Motion Detect, Channel 2
1380    18-04-2017 13:23:30    Log In                admin<Web:0.0.0.0>
1381    18-04-2017 13:23:31    Set Time              2017-04-18 13:23:33
1382    18-04-2017 13:23:33    save system state     2017-04-18 13:23:30(2)
1383    18-04-2017 13:23:39    Log In                admin<Web:0.0.0.0>
1384    18-04-2017 13:23:40    Log Out               admin<Web:0.0.0.0>
1385    18-04-2017 13:26:47    Alarm Start           Motion Detect, Channel 3
1386    18-04-2017 13:26:47    Alarm Stop            Motion Detect, Channel 3
1387    18-04-2017 13:29:11    Log In                admin<Web:0.0.0.0>
1388    18-04-2017 13:29:12    Log Out               admin<Web:0.0.0.0>
1389    18-04-2017 13:29:58    Log In                admin<Web:0.0.0.0>
1390    18-04-2017 13:29:59    Log Out               admin<Web:0.0.0.0>
1391    18-04-2017 13:31:01    Alarm Start           Motion Detect, Channel 2
1392    18-04-2017 13:31:01    Alarm Stop            Motion Detect, Channel 2
1393    18-04-2017 13:31:04    Alarm Start           Motion Detect, Channel 3
1394    18-04-2017 13:31:05    Alarm Stop            Motion Detect, Channel 3
1395    18-04-2017 13:32:00    Save Configuration    Motion Detect
1396    18-04-2017 13:32:10    Save Configuration    Motion Detect
1397    18-04-2017 13:34:21    Log In                admin<Web:0.0.0.0>
1398    18-04-2017 13:34:22    Log Out               admin<Web:0.0.0.0>
1399    18-04-2017 13:35:07    Log In                admin<Web:0.0.0.0>
1400    18-04-2017 13:35:08    Log Out               admin<Web:0.0.0.0>
1401    18-04-2017 13:36:30    Alarm Start           Motion Detect, Channel 3
1402    18-04-2017 13:36:31    Alarm Stop            Motion Detect, Channel 3
1403    18-04-2017 13:36:32    Alarm Start           Motion Detect, Channel 2
1404    18-04-2017 13:36:33    Alarm Stop            Motion Detect, Channel 2
1405    18-04-2017 13:39:44    Alarm Start           Motion Detect, Channel 3
1406    18-04-2017 13:39:44    Alarm Start           Motion Detect, Channel 1
1407    18-04-2017 13:39:45    Alarm Stop            Motion Detect, Channel 1
1408    18-04-2017 13:39:45    Alarm Start           Motion Detect, Channel 2
1409    18-04-2017 13:39:46    Alarm Stop            Motion Detect, Channel 3
1410    18-04-2017 13:39:47    Alarm Stop            Motion Detect, Channel 2
1411    18-04-2017 13:41:06    Log In                admin<Web:0.0.0.0>
1412    18-04-2017 13:41:07    Log Out               admin<Web:0.0.0.0>
1413    18-04-2017 13:41:11    Alarm Start           Motion Detect, Channel 2
1414    18-04-2017 13:41:12    Alarm Start           Motion Detect, Channel 3
1415    18-04-2017 13:41:13    Alarm Start           Motion Detect, Channel 1
1416    18-04-2017 13:41:13    Alarm Stop            Motion Detect, Channel 2
1417    18-04-2017 13:41:14    Alarm Stop            Motion Detect, Channel 1
1418    18-04-2017 13:41:14    Alarm Stop            Motion Detect, Channel 3
1419    18-04-2017 13:44:42    Log In                admin<Web:0.0.0.0>
1420    18-04-2017 13:44:43    Log Out               admin<Web:0.0.0.0>
1421    18-04-2017 13:45:40    Alarm Start           Motion Detect, Channel 1
1422    18-04-2017 13:45:41    Alarm Start           Motion Detect, Channel 3
1423    18-04-2017 13:45:43    Alarm Stop            Motion Detect, Channel 1
1424    18-04-2017 13:45:43    Alarm Start           Motion Detect, Channel 1
1425    18-04-2017 13:45:43    Alarm Stop            Motion Detect, Channel 1
1426    18-04-2017 13:45:45    Alarm Start           Motion Detect, Channel 2
1427    18-04-2017 13:45:46    Alarm Stop            Motion Detect, Channel 2
1428    18-04-2017 13:45:46    Alarm Stop            Motion Detect, Channel 3
1429    18-04-2017 13:45:51    Alarm Start           Motion Detect, Channel 3
1430    18-04-2017 13:45:52    Alarm Stop            Motion Detect, Channel 3
1431    18-04-2017 13:48:34    Log Out               admin<Web:0.0.0.0>
1432    18-04-2017 13:49:29    Log In                admin<Web:0.0.0.0>
1433    18-04-2017 13:49:29    Set Time              2017-04-18 13:49:30
1434    18-04-2017 13:49:37    Log In                admin<Web:0.0.0.0>
1435    18-04-2017 13:49:38    Log Out               admin<Web:0.0.0.0>
1436    18-04-2017 13:50:57    Alarm Start           Motion Detect, Channel 2
1437    18-04-2017 13:50:57    Alarm Start           Motion Detect, Channel 3
1438    18-04-2017 13:50:57    Alarm Stop            Motion Detect, Channel 3
1439    18-04-2017 13:50:59    Alarm Start           Motion Detect, Channel 3
1440    18-04-2017 13:51:00    Alarm Stop            Motion Detect, Channel 2
1441    18-04-2017 13:51:00    Alarm Start           Motion Detect, Channel 1
1442    18-04-2017 13:51:03    Alarm Stop            Motion Detect, Channel 3
1443    18-04-2017 13:51:04    Alarm Stop            Motion Detect, Channel 1
1444    18-04-2017 13:52:12    Log In                admin<Web:0.0.0.0>
1445    18-04-2017 13:52:13    Log Out               admin<Web:0.0.0.0>
1446    18-04-2017 13:53:41    Alarm Start           Motion Detect, Channel 1
1447    18-04-2017 13:53:41    Alarm Stop            Motion Detect, Channel 1
1448    18-04-2017 13:53:47    Log In                admin<Web:0.0.0.0>
1449    18-04-2017 13:53:48    Log Out               admin<Web:0.0.0.0>
1450    18-04-2017 13:53:51    Alarm Start           Motion Detect, Channel 3
1451    18-04-2017 13:53:52    Alarm Stop            Motion Detect, Channel 3
1452    18-04-2017 13:53:52    Alarm Start           Motion Detect, Channel 1
1453    18-04-2017 13:53:52    Alarm Stop            Motion Detect, Channel 1
1454    18-04-2017 13:53:54    Alarm Start           Motion Detect, Channel 2
1455    18-04-2017 13:53:55    Alarm Stop            Motion Detect, Channel 2
1456    18-04-2017 13:54:29    Alarm Start           Motion Detect, Channel 2
1457    18-04-2017 13:54:30    Alarm Start           Motion Detect, Channel 3
1458    18-04-2017 13:54:33    Alarm Start           Motion Detect, Channel 1
1459    18-04-2017 13:54:33    Alarm Stop            Motion Detect, Channel 2
1460    18-04-2017 13:54:33    Alarm Stop            Motion Detect, Channel 3
1461    18-04-2017 13:54:34    Alarm Start           Motion Detect, Channel 3
1462    18-04-2017 13:54:35    Alarm Stop            Motion Detect, Channel 3
1463    18-04-2017 13:54:36    Alarm Stop            Motion Detect, Channel 1
1464    18-04-2017 13:54:38    Log In                admin<Web:0.0.0.0>
1465    18-04-2017 13:54:40    Log Out               admin<Web:0.0.0.0>
1466    18-04-2017 13:54:49    Alarm Start           Motion Detect, Channel 2
1467    18-04-2017 13:54:50    Alarm Start           Motion Detect, Channel 3
1468    18-04-2017 13:54:50    Alarm Start           Motion Detect, Channel 1
1469    18-04-2017 13:54:50    Alarm Stop            Motion Detect, Channel 2
1470    18-04-2017 13:54:52    Alarm Stop            Motion Detect, Channel 1
1471    18-04-2017 13:54:52    Alarm Stop            Motion Detect, Channel 3
1472    18-04-2017 13:54:54    Log In                admin<Web:0.0.0.0>
1473    18-04-2017 13:54:55    Log Out               admin<Web:0.0.0.0>
1474    18-04-2017 13:55:09    Log In                admin<Web:0.0.0.0>
1475    18-04-2017 13:55:10    Log Out               admin<Web:0.0.0.0>
1476    18-04-2017 13:55:30    Log In                admin<Web:0.0.0.0>
1477    18-04-2017 13:55:31    Log Out               admin<Web:0.0.0.0>
1478    18-04-2017 13:55:45    Log In                admin<Web:0.0.0.0>
1479    18-04-2017 13:55:46    Log Out               admin<Web:0.0.0.0>
1480    18-04-2017 13:55:50    Alarm Start           Motion Detect, Channel 1
1481    18-04-2017 13:55:52    Alarm Stop            Motion Detect, Channel 1
1482    18-04-2017 13:55:54    Alarm Start           Motion Detect, Channel 1
1483    18-04-2017 13:55:55    Alarm Stop            Motion Detect, Channel 1
1484    18-04-2017 13:56:35    Log In                admin<Web:0.0.0.0>
1485    18-04-2017 13:56:36    Log Out               admin<Web:0.0.0.0>
1486    18-04-2017 13:56:55    Log In                admin<Web:0.0.0.0>
1487    18-04-2017 13:56:56    Log Out               admin<Web:0.0.0.0>
1488    18-04-2017 13:57:11    Log In                admin<Web:0.0.0.0>
1489    18-04-2017 13:57:12    Log Out               admin<Web:0.0.0.0>
1490    18-04-2017 13:58:23    Save Configuration    Alarm Server
1491    18-04-2017 13:58:40    Alarm Start           Motion Detect, Channel 3
1492    18-04-2017 13:58:40    Alarm Start           Motion Detect, Channel 1
1493    18-04-2017 13:58:41    Alarm Start           Motion Detect, Channel 2
1494    18-04-2017 13:58:41    Alarm Stop            Motion Detect, Channel 1
1495    18-04-2017 13:58:42    Alarm Stop            Motion Detect, Channel 3
1496    18-04-2017 13:58:43    Alarm Stop            Motion Detect, Channel 2
1497    18-04-2017 13:58:44    Log In                admin<Web:0.0.0.0>
1498    18-04-2017 13:58:45    Log Out               admin<Web:0.0.0.0>
1499    18-04-2017 14:02:38    Log In                admin<Web:0.0.0.0>
1500    18-04-2017 14:02:39    Log Out               admin<Web:0.0.0.0>
1501    18-04-2017 14:02:44    Alarm Start           Motion Detect, Channel 3
1502    18-04-2017 14:02:45    Alarm Stop            Motion Detect, Channel 3
1503    18-04-2017 14:02:54    Log In                admin<Web:0.0.0.0>
1504    18-04-2017 14:02:56    Log Out               admin<Web:0.0.0.0>
1505    18-04-2017 14:03:36    Log In                admin<Web:0.0.0.0>
1506    18-04-2017 14:03:37    Log Out               admin<Web:0.0.0.0>
1507    18-04-2017 14:05:06    Save Configuration    Alarm Server
1508    18-04-2017 14:05:15    Log In                admin<Web:0.0.0.0>
1509    18-04-2017 14:05:16    Log Out               admin<Web:0.0.0.0>
1510    18-04-2017 14:09:03    Alarm Start           Motion Detect, Channel 3
1511    18-04-2017 14:09:04    Alarm Start           Motion Detect, Channel 1
1512    18-04-2017 14:09:05    Alarm Start           Motion Detect, Channel 2
1513    18-04-2017 14:09:05    Alarm Stop            Motion Detect, Channel 1
1514    18-04-2017 14:09:06    Alarm Stop            Motion Detect, Channel 3
1515    18-04-2017 14:09:07    Alarm Stop            Motion Detect, Channel 2
1516    18-04-2017 14:09:17    Log In                admin<Web:0.0.0.0>
1517    18-04-2017 14:09:18    Log Out               admin<Web:0.0.0.0>
1518    18-04-2017 14:09:32    Log In                admin<Web:0.0.0.0>
1519    18-04-2017 14:09:33    Log Out               admin<Web:0.0.0.0>
1520    18-04-2017 14:11:55    Log In                admin<Web:0.0.0.0>
1521    18-04-2017 14:11:56    Log Out               admin<Web:0.0.0.0>
1522    18-04-2017 14:12:10    Log In                admin<Web:0.0.0.0>
1523    18-04-2017 14:12:12    Log Out               admin<Web:0.0.0.0>
1524    18-04-2017 14:13:52    Log In                admin<Web:0.0.0.0>
1525    18-04-2017 14:13:53    Log Out               admin<Web:0.0.0.0>
1526    18-04-2017 14:14:05    Alarm Start           Motion Detect, Channel 3
1527    18-04-2017 14:14:06    Alarm Start           Motion Detect, Channel 1
1528    18-04-2017 14:14:07    Alarm Stop            Motion Detect, Channel 1
1529    18-04-2017 14:14:09    Alarm Stop            Motion Detect, Channel 3
1530    18-04-2017 14:14:16    Log In                admin<Web:0.0.0.0>
1531    18-04-2017 14:14:17    Log Out               admin<Web:0.0.0.0>
1532    18-04-2017 14:14:34    Alarm Start           Motion Detect, Channel 3
1533    18-04-2017 14:14:34    Alarm Start           Motion Detect, Channel 1
1534    18-04-2017 14:14:35    Alarm Start           Motion Detect, Channel 2
1535    18-04-2017 14:14:35    Alarm Stop            Motion Detect, Channel 1
1536    18-04-2017 14:14:36    Alarm Stop            Motion Detect, Channel 3
1537    18-04-2017 14:14:36    Alarm Stop            Motion Detect, Channel 2
